Company Name,Other income,Profit after tax,Total capital,Reserves and funds,Deposits (accepted by commercial banks),Current liabilities & provisions,Income from financial services,Other income.1,Profit after tax.1,Total capital.1,Reserves and funds.1,Deposits (accepted by commercial banks).1,Current liabilities & provisions.1,Income from financial services.1,Other income.2,Profit after tax.2,Total capital.2,Reserves and funds.2,Deposits (accepted by commercial banks).2,Current liabilities & provisions.2,Income from financial services.2,Other income.3,Profit after tax.3,Total capital.3,Reserves and funds.3,Deposits (accepted by commercial banks).3,Current liabilities & provisions.3,Income from financial services.3,Other income.4,Profit after tax.4,Total capital.4,Reserves and funds.4,Deposits (accepted by commercial banks).4,Current liabilities & provisions.4,Income from financial services.4,Other income.5,Profit after tax.5,Total capital.5,Reserves and funds.5,Deposits (accepted by commercial banks).5,Current liabilities & provisions.5,Income from financial services.5,Other income.6,Profit after tax.6,Total capital.6,Reserves and funds.6,Deposits (accepted by commercial banks).6,Current liabilities & provisions.6,Income from financial services.6
A B Bank Ltd.,-0.401343375,-0.008861889,-0.509338929,-0.297742796,-0.306801402,-0.272583716,-0.300139572,-0.357027146,-0.031038603,-0.485266209,-0.288735975,-0.285411918,-0.278662914,-0.298423769,-0.295337158,-0.071136923,-0.42963838,-0.281348617,-0.272829216,-0.2891009,-0.292915219,-0.258530523,-0.198388993,-0.430715572,-0.273998644,-0.268706513,-0.29950967,-0.289096321,-0.264430545,-0.216699593,-0.428649759,-0.273556816,-0.266837661,-0.257745075,-0.280252928,-0.242119754,-0.193810781,-0.447734189,-0.268244619,-0.267775532,-0.246829674,-0.267582933,-0.261581768,-0.220151423,-0.467079409,-0.253949575,-0.271964863,-0.258920158,-0.267582933
A P Mahesh Co-Operative Urban Bank Ltd.,0,-1.39E-17,0,4.71E-17,0,0,-0.297468803,-0.3575041,-0.030394585,-0.506745034,-0.287398508,-0.284644441,-0.277402433,-0.297797835,-0.295536463,-0.071867021,-0.443646509,-0.279831863,-0.272119934,-0.289180476,-0.292439678,-0.261252279,-0.200087405,-0.443695336,-0.272664626,-0.268055429,-0.299857509,-0.288519444,-0.265305862,-0.217826143,-0.43991667,-0.272379959,-0.266031569,-0.257891398,-0.279659838,-0.243982465,-0.194775522,-0.458237652,-0.26750201,-0.267029332,-0.246318627,-0.26675976,-0.262909799,-0.219394257,-0.476600483,-0.253155511,-0.271013588,-0.258266922,-0.26675976
A U Small Finance Bank Ltd.,0.090979113,0.130595771,-0.26329651,-0.196824905,-0.270472955,-0.194488273,-0.156197458,-0.10303918,0.138516223,-0.163173643,-0.162918275,-0.202847318,-0.155464126,-0.102597046,-0.172295986,0.171389857,-0.289062438,-0.108512239,-0.174508997,-0.196625114,-0.060416638,-0.090872857,0.20212966,-0.293314776,-0.05835244,-0.15418145,-0.152967707,-0.047334674,-0.012478003,0.069564228,-0.30628556,-0.042745256,-0.114713001,-0.096518042,-0.001149367,-0.172451343,0.068360289,-0.178293615,0.018025168,-0.086446899,-0.082151168,0.015049158,-0.218635969,-0.005014973,-0.214814861,0.002237853,-0.069927153,-0.084040643,0.015049158
Abhyudaya Co-Op. Bank Ltd.,-0.396750418,0.023310856,-0.46712829,-0.254932125,-0.2770139,-0.258913268,-0.258796594,-0.356239137,0.026018638,-0.446626776,-0.245037126,-0.251573273,-0.256695273,-0.25774214,-0.294739245,-0.050686927,-0.395712607,-0.220632847,-0.238131308,-0.26927166,-0.250862484,-0.260394067,-0.18226958,-0.39290951,-0.224412331,-0.237953784,-0.275757497,-0.250795836,-0.265967687,-0.204345858,-0.39469933,-0.228098616,-0.237015648,-0.237327096,-0.248698145,-0.242249533,-0.188550911,-0.394403977,-0.23522348,-0.239770832,-0.235794191,-0.245156397,-0.262460974,-0.217947352,-0.414928987,-0.22571183,-0.246798101,-0.24690919,-0.245156397
Abu Dhabi Commercial Bank Ltd.,-0.402007097,-0.003480996,-0.33123714,-0.294374037,-0.304093193,-0.269072579,-0.29456641,-0.354435009,-0.031102548,-0.350525874,-0.28563921,-0.278921018,-0.268534761,-0.291944088,-0.295712319,-0.068768647,-0.334896699,-0.277967869,-0.265973534,-0.281919874,-0.28640166,-0.261669124,-0.195243658,-0.340835692,-0.270689358,-0.26248474,-0.293541415,-0.282033761,-3.03E-17,-0.215005936,-0.349380723,-0.269836346,-0.258950154,-0.253727162,-0.275135162,0,-0.192513371,-0.370705939,-0.264794654,-0.262081524,-0.243328447,-0.26354561,-0.2634447,-0.221405876,-0.395236407,-0.2513115,-0.267414482,-0.255932925,-0.26354561
Ahmedabad Mercantile Cooperative Bank Ltd.,-0.401980548,-0.003343903,-0.543477413,-0.290895055,-0.305843276,-0.269643238,-0.299369549,-0.356674616,-0.028736581,-0.511040799,-0.282234056,-0.284599978,-0.276019466,-0.298170328,-0.294844759,-0.07005449,-0.447598464,-0.275322909,-0.272234608,-0.289262999,-0.292573564,-0.260810913,-0.197045421,-0.447499406,-0.268639186,-0.268033063,-0.295749938,-0.288421237,-0.266693559,-0.215726315,-0.442897404,-0.268145018,-0.266132816,-0.254832711,-0.279552253,0,-0.192729606,-0.461241087,-0.263400759,-0.267087882,-0.243913292,-0.26680517,6.99E-17,-0.218380019,-0.47902664,-0.249793298,-0.27112721,-0.256016193,-0.26680517
Airtel Payments Bank Ltd.,-0.402723916,-0.145876358,0.448289581,-0.340088258,-0.306020622,-0.240113233,-0.290369741,5.89E-17,-0.190631706,0.462122098,-0.344286613,-0.284806803,-0.209595321,-0.28070231,3.33E-17,-0.242433789,0.525934927,-0.351408023,-0.272093477,-0.246085479,-0.270597428,3.48E-17,-0.350818898,0.7155025,-0.34949619,-0.267239122,-0.253282865,-0.255812775,-3.03E-17,-0.216750684,0.589013382,-0.339661363,-0.26429964,-0.218543595,-0.24189955,0,-0.191544934,0.552251136,-0.324894658,-0.263765164,-0.20755422,-0.225736886,6.99E-17,-0.215758733,0.481109359,-0.296102264,-0.266106912,-0.194785193,-0.225736886
Allahabad Bank [Merged],0.371176025,0.567907142,-0.051273869,0.261503358,0.525061946,0.056561157,0.596802676,1.2597199,0.499444834,-0.105360429,0.245119256,0.530737719,0.180026277,0.580133945,0.028110474,0.151818884,-0.148423348,0.235660975,0.457668838,0.200284612,0.481520627,0.061668034,-0.457250428,-0.142749504,0.215219244,0.371955043,0.065250869,0.441574018,0.082002866,-0.299144677,-0.117495458,0.162448995,0.318126091,0.056859049,0.282344464,0.431211778,-1.05944382,-0.102441925,-0.006726164,0.291418115,0.024596816,0.152140448,0.366152406,-1.391329378,0.354881315,-0.10290563,0.225095622,-0.020682566,0.152140448
American Express Bank Ltd.,-0.389741513,-0.023432896,-0.530409625,-0.288717522,-0.300973101,-0.252811975,-0.27892195,-0.351200022,-0.03153646,0,-0.280474281,-0.276422461,-0.259968528,-0.278973023,-0.29265241,-0.084042578,5.98E-17,-0.274924035,-0.264372983,-0.273035325,-0.274585145,-0.25598041,-0.209296037,-5.68E-17,-0.269594666,-0.260232418,-0.28520926,-0.271329892,-0.259925864,-0.214809236,-5.01E-17,-0.268843575,-0.260611512,-0.242128107,-0.264100817,-0.244158048,-0.185760186,0,-0.262915647,-0.262243213,-0.231667992,-0.253679352,-0.262085928,-0.213341138,9.07E-17,-0.248772575,-0.266029021,-0.244989866,-0.253679352
American Express Banking Corpn.,-0.27855479,-0.047933339,0.440306458,-0.31878176,-0.30257597,-0.179476777,-0.257371919,-0.259749423,-0.047353721,0.23317429,-0.309817048,-0.281347681,-0.174514679,-0.247992351,-0.214489905,-0.055902948,0.154740558,-0.298269998,-0.267996645,-0.100964801,-0.227083568,-0.183118289,-0.173198751,0.26166003,-0.285590829,-0.263996226,-0.11207742,-0.211015695,-0.178179791,-0.211843421,0.330116589,-0.282607376,-0.260985245,-0.076754179,-0.208969626,-0.168840434,-0.194503842,0.289583264,-0.276139631,-0.262586186,-0.143261898,-0.235952755,-0.213065619,-0.262284442,0.40216745,-0.266404984,-0.266319979,-0.207777889,-0.235952755
Andhra Bank [Merged],0.88901199,0.618788159,0.007635049,0.107766838,0.269167356,-0.043961175,0.364300861,0.812628084,0.163075684,-0.071682829,0.096964045,0.321054601,-0.002184922,0.398342899,0.402404181,0.158189984,-0.131863025,0.123349751,0.312487249,0.032387423,0.39697712,0.683037382,-0.015198192,-0.109126921,0.100598166,0.287787335,-0.019100133,0.416588989,0.697350754,-0.174521655,-0.145026522,0.069849664,0.299485945,0.144530197,0.306440512,0.663707009,-0.826235302,0.049351303,-0.001277101,0.276922302,-0.015806355,0.191651122,0.550853161,-0.611991448,0.669188465,-0.032610232,0.237826628,-0.007328904,0.191651122
Andhra Pradesh Grameena Vikas Bank,-0.385812278,0.159948321,-0.452843743,-0.214407139,-0.247674794,-0.20512234,-0.199134409,-0.345870588,0.193874353,-0.442525593,-0.188356363,-0.224624588,-0.189313823,-0.194059985,-0.253694257,-0.033015661,-0.399585628,-0.185357236,-0.21271321,-0.162537714,-0.185497374,-0.119414506,0.011790369,-0.402205019,-0.170088809,-0.210044999,-0.216363956,-0.168968784,-0.143839609,0.038539392,-0.403505043,-0.148862618,-0.203858452,-0.190472396,-0.176719957,-0.242425117,-0.045135361,-0.423300267,-0.13835689,-0.208612255,-0.146262686,-0.186817701,-0.200473922,-0.07357437,-0.444290285,-0.130522066,-0.214619255,-0.187499674,-0.186817701
Antwerp Diamond Bank N V,-0.399192915,-0.004768689,-0.387257492,-0.297076289,-0.306997423,-0.271606463,-0.29946768,-0.356425771,-0.036738846,-0.392907262,-0.28871691,-0.285720338,-0.277754256,-0.29828817,-0.294915102,-0.078946424,-0.364696862,-0.281952307,-0.273191454,-0.28840166,-0.291918383,-0.259499076,-0.196445982,-0.369106619,-0.274199971,-0.268896979,-0.299037146,-0.287323134,-0.265177766,-0.215414661,-0.374314102,-0.272990671,-0.266946476,-0.257073075,-0.279015241,-0.243028207,-0.190622701,-0.394934498,-0.267236413,-0.267971382,-0.245950101,-0.266796598,-0.258433844,-0.222136352,-0.417833992,-0.253316792,-0.272082684,-0.257776058,-0.266796598
Apna Sahakari Bank Ltd.,-0.371343137,-0.000288692,-0.438410811,-0.284226361,-0.292344473,-0.267141058,-0.287500499,-0.32957123,-0.020533347,-0.436141817,-0.277317935,-0.272412316,-0.273318683,-0.287351085,-0.27081099,-0.064816676,-0.398054311,-0.265254674,-0.260302306,-0.285447757,-0.281524366,-0.240017684,-0.19756218,-0.402304863,-0.26076698,-0.257244562,-0.296748697,-0.278045453,-0.239163771,-0.204654957,-0.399005324,-0.260251937,-0.256591519,-0.253691936,-0.272252609,-0.21533948,-0.19074468,-0.418149078,-0.257039562,-0.258995549,-0.243845952,-0.262318612,-0.241058779,-0.224497756,-0.436856187,-0.244007978,-0.264834354,-0.255773883,-0.262318612
Australia & New Zealand Banking Group Ltd.,-0.335794182,0.005767873,0.573012273,-0.290565424,-0.294130742,-0.106033788,-0.285050306,-0.311592166,-0.009292724,0.333570957,-0.279855595,-0.274263906,-0.171063341,-0.281385549,-0.29555991,-0.068191107,0.146120981,-0.272678378,-0.258138858,-0.132375342,-0.274808289,-0.261313579,-0.171992981,0.115497894,-0.263731343,-0.254609008,-0.077183523,-0.272796091,-0.267120543,-0.18695458,0.548467472,-0.260139548,-0.261007193,-0.120323663,-0.267928779,-0.244371802,-0.185898798,0.501761779,-0.255409675,-0.256409679,-0.049068241,-0.2515891,-0.262836019,-0.202532902,0.418500121,-0.24197541,-0.258144366,0.005586769,-0.2515891
Axis Bank Ltd.,-0.239899617,0.122585634,-0.038136834,2.956481953,1.805238552,1.807259783,2.625676751,-0.258297827,2.100167174,-0.128021712,2.862180815,2.061191455,2.593879026,2.780973527,0.036516431,0.517347122,-0.152127978,3.347140472,2.145948035,2.816289737,2.580235261,0.108354717,2.068598463,-0.143278679,3.413795151,1.990836224,2.534415466,2.696534827,0.253693103,3.108350438,-0.174618123,3.424557999,2.116049793,2.621881528,2.808860561,0.151957944,1.574936029,-0.200276016,3.21553923,2.212565204,2.458716521,2.775997915,-0.007436088,3.27183199,-0.235505039,3.001708642,2.207291878,2.267827192,2.775997915
B N P Paribas,-0.231111936,0.161412276,2.19543608,-0.176134202,-0.199887026,0.482819468,-0.191909809,-0.246000728,0.140484817,2.002834879,-0.158822461,-0.180532293,0.383320783,-0.198123911,-0.223962727,0.076676954,1.471383651,-0.146256394,-0.194217731,0.373341734,-0.19961096,-0.188549539,-0.136495134,1.78798053,-0.15261284,-0.201226621,0.683517119,-0.199374856,-0.212370529,-0.076355958,1.528116347,-0.150932129,-0.21498523,0.316917318,-0.192393269,-0.230760276,-0.100894419,2.564967129,-0.152827308,-0.201119785,0.321770307,-0.191528298,-0.254984654,-0.154105146,2.342818376,-0.159635922,-0.228336849,0.44597534,-0.191528298
Banares State Bank Ltd. [Merged],-0.402378781,-0.018786429,-0.531092196,-0.301367188,-0.305741749,-0.272270646,-0.299812024,-0.353667737,-0.040420253,-0.468023278,-0.293059149,-0.284202545,-0.277728195,-0.297741739,-0.295313711,-0.080181415,-0.417514139,-0.286023662,-0.271620686,-0.288460605,-0.291566603,-0.253442558,-0.200676509,-0.419213503,-0.278109584,-0.267251775,-0.299267334,-0.287016509,-0.265519354,-0.218799421,-0.41758538,-0.27687811,-0.265194395,-0.257209643,-0.27797017,-0.243081646,-0.196525731,-0.436982579,-0.272062678,-0.265801732,-0.245667365,-0.265582806,-0.262448677,-0.222486137,-0.457051556,-0.257113922,-0.269816067,-0.257718603,-0.265582806
Bandhan Bank Ltd.,-0.125739419,0.646417256,0.634038153,0.123680733,-0.149638719,-0.211551762,0.03550066,-0.11446532,0.855472515,0.379948754,0.185658696,-0.100957061,-0.150001751,0.194993677,-0.082855195,1.024608723,0.398256778,0.300797061,-0.057652668,-0.064391378,0.246070918,0.016930716,0.558617064,0.354869718,0.300987745,-0.020006086,-0.129416948,0.273720642,1.002526842,-0.186921371,0.264267461,0.234070302,0.012124226,0.032126175,0.250552261,0.600695496,0.210060744,0.225625515,0.232031119,0.014935428,-0.077433206,0.218019527,-0.215856942,0.092593491,0.16100417,0.177769607,0.04149037,-0.065144257,0.218019527
Bank Of America N A,-0.376360876,0.338105322,0.428821445,0.023548369,-0.218158434,0.715715609,-0.183184946,-0.352879727,0.299525252,0.224485469,0.041701779,-0.204342687,0.522911908,-0.16873612,-0.293156533,0.237857792,1.228646245,0.053857461,-0.187883673,0.741327679,-0.117312396,-0.259474556,0.21218233,1.142471864,0.054298485,-0.142490659,1.123907105,-0.152301186,-0.265935663,0.094343223,0.958813738,0.056525408,-0.161927228,0.716486162,-0.181575313,-0.239524175,-0.042233746,0.900508329,0.040140081,-0.165512902,0.581767881,-0.171575219,-0.259731133,-0.057706181,1.606160244,0.010284782,-0.150037265,0.662728583,-0.171575219
Bank Of Bahrain & Kuwait Bsc,-0.401980548,-0.003441826,-0.256183914,-0.293365997,-0.300511386,-0.269170067,-0.294850637,-0.356902724,-0.030243857,-0.29374544,-0.284743117,-0.278316717,-0.274567002,-0.292257256,-0.295958519,-0.070025432,-0.294971952,-0.277551784,-0.264902355,-0.286330465,-0.285981999,-0.261203238,-0.203105273,-0.30295974,-0.271169473,-0.260704635,-0.296464798,-0.2833421,-0.267259313,-0.215486188,-0.315976248,-0.270321105,-0.26013169,-0.254332505,-0.2763122,-0.243600762,-0.194128665,-0.338245745,-0.26549202,-0.262910088,-0.244500443,-0.264344224,-0.261409616,-0.218195995,-0.364961309,-0.251531881,-0.267017048,-0.256938384,-0.264344224
Bank Of Baroda,4.595713948,-1.203047968,-0.021270385,1.918038303,2.446498188,1.52769723,2.07275437,4.72847636,0.162134778,-0.116025003,1.873082524,2.44727653,1.815540145,3.03199215,4.225426461,0.124681776,0.037855298,2.768292927,3.302052904,3.173473933,2.64406274,6.104491691,0.084405239,0.067782281,2.501063158,2.820598233,2.543240607,2.505483794,5.703555844,1.638674983,0.010997519,2.465828746,2.76542042,2.031332282,2.622817324,1.861215853,2.412142483,-0.020514911,2.444332967,2.885158188,2.277763376,2.513525796,1.868855759,2.278293181,-0.068618899,2.151874136,2.806647499,1.914751604,2.513525796
Bank Of Ceylon,-0.400281419,-0.007368556,-0.432178633,-0.296414957,-0.306776765,-0.272438673,-0.299962758,-0.355617024,-0.030262127,-0.426891703,-0.287432827,-0.285302792,-0.278255495,-0.298217545,-0.294633731,-0.068354562,-0.388592772,-0.279537979,-0.272829254,-0.289280683,-0.292606567,-0.258763466,-0.198206405,-0.381781858,-0.273399414,-0.268527838,-0.299245594,-0.288633292,-0.264836179,-0.21619124,-0.385492956,-0.272380928,-0.266546242,-0.257597127,-0.27980491,-0.242783917,-0.192692643,-0.405797347,-0.267022483,-0.267598675,-0.246290492,-0.267195789,-0.262202746,-0.217952971,-0.427965595,-0.252747655,-0.271646433,-0.258313968,-0.267195789
Bank Of India,3.570422632,-2.971496238,1.179027253,1.448818234,2.118349879,0.487246036,1.614062541,4.001475207,-2.56942352,1.552640206,1.563757777,1.943040184,0.919391879,1.54931316,3.454892112,-1.147751109,1.275690826,1.460563543,1.826193218,1.030400441,1.437901089,1.964996326,0.543059195,1.187102286,1.273287623,1.734605752,0.824195691,1.29614051,2.313623692,0.650687881,1.362137447,1.37270656,1.553346469,1.086939497,1.299869579,1.844825531,0.547960266,1.292430836,1.262383899,1.485961901,0.76859807,1.208749839,1.680035651,0.666910661,1.335152828,1.137412827,1.439940058,0.776462864,1.208749839
Bank Of Madura Ltd. [Merged],-0.394414116,-0.011143505,-0.543695045,-0.299150327,-0.304014579,-0.268697688,-0.294484191,-0.346451227,-0.020487672,-0.511257833,-0.288984784,-0.280316975,-0.273194459,-0.290674464,-0.282757532,-0.069669464,-0.442988726,-0.279862844,-0.267546645,-0.284830304,-0.283282142,-0.249690949,-0.192156888,-0.443380827,-0.272134088,-0.262972774,-0.294578538,-0.277240881,-0.254663287,-0.210318363,-0.439749362,-0.269552466,-0.259137803,-0.249132629,-0.268944286,-0.230798447,-0.189973996,-0.458520027,-0.264357578,-0.260270042,-0.236965725,-0.257775986,-0.253902555,-0.214203662,-0.477139185,-0.250059357,-0.263785514,-0.244168013,-0.257775986
Bank Of Maharashtra,0.16831601,-0.573321944,2.024555703,0.080025026,0.339889788,-0.00819276,0.23546923,0.408565745,-2.220913948,1.547506243,-0.149060287,0.315940487,0.415507792,0.224395189,0.040971471,0.067432684,2.615698341,-0.071572717,0.293793907,0.032411738,0.22383676,0.796235425,-0.01161189,2.825797596,-0.072602066,0.286839034,0.101541878,0.2643102,0.449529282,0.075110124,2.518411329,-0.044190491,0.31935567,0.103839477,0.25630091,0.508720367,0.285354878,2.416019035,-0.021935561,0.345066913,0.084706668,0.255334533,0.382574487,0.349028532,2.343907753,0.017438497,0.355987458,0.115522789,0.255334533
Bank Of Nova Scotia,-0.386316707,0.130972776,0.284452554,-0.247122916,-0.29215567,-0.25606156,-0.264577953,-0.351614764,0.038848752,0.11526527,-0.245284505,-0.264639806,-0.245007806,-0.270981578,-0.293824789,-0.028562429,-0.007379065,-0.242055007,-0.256328765,-0.246661671,-0.2731889,-0.229817232,-0.205165416,-0.030125083,-0.244651337,-0.255913733,-0.266371594,-0.27564774,-0.261313562,-0.204483803,-0.075351311,-0.245491167,-0.25811472,-0.2416615,-0.268469753,-0.23947837,-0.188101807,-0.104422822,-0.243075761,-0.259364484,-0.23710225,-0.260553876,-0.258347768,-0.214127805,-0.146878451,-0.233354366,-0.264364738,-0.247666927,-0.260553876
Bank Of Punjab Ltd. [Merged],-0.397254847,0.00348136,-0.442051194,-0.297681734,-0.29914841,-0.262104995,-0.288072491,-0.350702332,-0.02074802,-0.434360646,-0.288446175,-0.274804957,-0.262354842,-0.284568487,-0.288302884,-0.060792059,-0.393844505,-0.280556033,-0.261852475,-0.281244212,-0.276045146,-0.252915371,-0.188870306,-0.39675851,-0.273076414,-0.258426975,-0.289430646,-0.272791362,-0.254631263,-0.211151141,-0.398701527,-0.271707238,-0.25676931,-0.24858419,-0.267371043,-0.230454914,-0.188706156,-0.418632536,-0.266056448,-0.257326056,-0.236101373,-0.258819722,-0.246832023,-0.229209327,-0.439936769,-0.253453826,-0.26221803,-0.250271961,-0.258819722
Bank Of Rajasthan Ltd. [Merged],-0.344342923,0.021411141,-0.439508861,-0.288603678,-0.271797463,-0.249877046,-0.276684817,-0.312317965,-0.019884762,-0.432437281,-0.279808884,-0.251214185,-0.245663673,-0.27637203,-0.255323864,-0.068169313,-0.392492105,-0.272777774,-0.2397929,-0.258449281,-0.262266088,-0.208153532,-0.163084069,-0.39547551,-0.263800401,-0.234583304,-0.267647217,-0.249384197,-0.191832602,-0.189626624,-0.38573071,-0.249275582,-0.22702216,-0.222087315,-0.236545279,-0.208949773,-0.173789638,-0.394523772,-0.245236005,-0.228377525,-0.214970862,-0.23479364,-0.231934718,-0.234953398,-0.417450914,-0.238388702,-0.237262155,-0.219309235,-0.23479364
Banque Nationale De Paris,-0.40288321,-0.003931444,-0.544931588,-0.295957509,-0.305502974,-0.269082883,-0.297055502,-0.357545574,-0.028503639,-0.512193321,-0.285217856,-0.284545158,-0.274994402,-0.294663326,-0.295255092,-0.068681471,-0.448571981,-0.277872776,-0.271829018,-0.28664877,-0.288548719,-0.260835433,-0.193014707,-0.448677569,-0.270680589,-0.267081535,-0.297961019,-0.283779305,-0.265519354,-0.214420947,-0.444491239,-0.269858307,-0.264910399,-0.254691808,-0.274727374,-0.243394642,-0.191384144,-0.463127859,-0.264675959,-0.265742815,-0.244317794,-0.262253277,-0.262085928,-0.217586328,-0.481436837,-0.250919881,-0.269750567,-0.25505778,-0.262253277
Barclays Bank Plc,-0.402591172,0.174710278,4.647085751,-0.301089822,-0.256800625,0.748958066,-0.21021045,-0.315490741,0.152355756,3.415752393,-0.272680652,-0.230059533,0.617829356,-0.216043118,-0.243822827,0.099400786,2.313334297,-0.246348389,-0.216138367,0.378459671,-0.213104618,-0.252939891,-0.021450967,2.171497635,-0.225405811,-0.235491218,0.413112435,-0.230921952,-0.253307613,-0.137590733,1.866357024,-0.22002371,-0.242863396,0.243888737,-0.224326277,-0.227683751,-0.141546598,1.782397077,-0.231443962,-0.235067811,0.374059016,-0.216556412,-0.257609974,-0.180857428,1.612927947,-0.224738301,-0.238707965,0.61110794,-0.216556412
Bareilly Corporation Bank Ltd. [Merged],0,-1.39E-17,0,4.71E-17,0,0,-4.02E-17,5.89E-17,0,0,0,0,3.95E-17,-3.67E-17,3.33E-17,-1.03E-17,5.98E-17,0,0,3.35E-17,-0.293267749,-0.261178718,-0.20135863,-0.446595815,-0.276250873,-0.268438756,-0.299934878,-0.28914688,-0.26667221,-0.219634754,-0.442655247,-0.275336957,-0.266430585,-0.25792554,-0.280199288,-0.243875588,-0.195498153,-0.461343768,-0.270002418,-0.267315536,-0.246411796,-0.267428632,-0.262909799,-0.220474519,-0.479772844,-0.255204749,-0.271469399,-0.258669106,-0.267428632
Baroda Gujarat Gramin Bank,-0.40216639,-0.010570652,-0.523118966,-0.29366044,-0.291688879,-0.268306153,-0.28763753,-0.34885673,-0.031796808,-0.495691297,-0.285054843,-0.270652563,-0.274337666,-0.270579624,-0.286685001,-0.072539001,-0.407905257,-0.269200386,-0.241720878,-0.273019852,-0.2635697,-0.243732512,-0.201000345,-0.410097714,-0.263854478,-0.239915121,-0.28421114,-0.258311241,-0.222810286,-0.213120688,-0.41046596,-0.263556438,-0.23832093,-0.243853089,-0.254735414,-0.166756336,-0.190144027,-0.430064412,-0.259005705,-0.239983082,-0.236906226,-0.247917374,-0.190243169,-0.214880757,-0.450599094,-0.245818651,-0.244771582,-0.247340934,-0.247917374
Bharat Co-Op. Bank (Mumbai) Ltd.,-0.402777014,0.043693619,-0.319633418,-0.250348335,-0.259008371,-0.251611214,-0.249774242,-0.35785663,0.018240181,-0.318719251,-0.24779166,-0.239771318,-0.255390488,-0.249146958,-0.295923348,-0.022245814,-0.289062438,-0.239796872,-0.228486275,-0.267807603,-0.24591881,-0.261730425,-0.190413691,-0.299879542,-0.239227571,-0.232304014,-0.285786008,-0.250360451,-0.267163242,-0.243322963,-0.322677396,-0.245626486,-0.23332149,-0.246337865,-0.249383582,-0.244402338,-0.173301723,-0.354285454,-0.241371585,-0.238403261,-0.237518745,-0.244959002,-0.263383217,-0.192383498,-0.387802308,-0.224479819,-0.24604574,-0.247606142,-0.244959002
Bharat Overseas Bank Ltd. [Merged],-0.399431855,-0.011887723,-0.530340378,-0.296515864,-0.300813918,-0.267321767,-0.293551058,-0.35285899,-0.027882459,-0.501154553,-0.287376106,-0.279058174,-0.273823396,-0.291117178,-0.292429658,-0.065448701,-0.440810152,-0.279136953,-0.266507215,-0.285386601,-0.286316152,-0.258064637,-0.194248037,-0.441314049,-0.271679915,-0.262275519,-0.294416128,-0.282027941,-0.26188999,-0.210093564,-0.437997025,-0.27019386,-0.260011046,-0.252662258,-0.274174819,-0.235875095,-0.191838792,-0.456817225,-0.264830123,-0.260961307,-0.240460495,-0.262051017,-0.25805265,-0.219824114,-0.47555101,-0.251082244,-0.264683422,-0.252799973,-0.262051017
Bombay Mercantile Co-Op. Bank Ltd.,-0.400361066,-0.000141807,-0.503136428,-0.290525061,-0.296637294,-0.225337927,-0.290823267,-0.345704691,-0.029042604,-0.478822562,-0.281593444,-0.275525531,-0.225274456,-0.289429862,-0.294750969,-0.068979322,-0.40898402,-0.274421032,-0.262742951,-0.268393373,-0.28559009,-0.261472961,-0.200745411,-0.407591621,-0.269007128,-0.260655333,-0.290082205,-0.282561171,-0.266928401,-0.219782917,-0.387491853,-0.270091482,-0.259663871,-0.249788371,-0.274848674,-0.244112244,-0.196357549,-0.400637601,-0.26574477,-0.262148458,-0.238265944,-0.263565071,-0.259731133,-0.220078376,-0.421580969,-0.251811145,-0.26672681,-0.251032197,-0.263565071
British Bank Of The Middle East,0,-0.005698962,0,-0.29862716,-0.304633614,-0.269297673,-0.297837018,5.89E-17,-0.029787107,0,-0.289420438,-0.282959279,-0.272796595,-0.29541033,3.33E-17,-0.065437804,5.98E-17,-0.280986748,-0.270537677,-0.284403686,-0.289479174,3.48E-17,-0.195808647,-5.68E-17,-0.272620049,-0.266546947,-0.293409057,-0.285276421,-3.03E-17,-0.215700769,-5.01E-17,-0.272028258,-0.264588304,-0.253215574,-0.277356356,0,-0.194973275,0,-0.267061862,-0.265505625,-0.244913247,-0.264956101,6.99E-17,-0.22813047,9.07E-17,-0.254575214,-0.269942775,-0.256597818,-0.264956101
C S B Bank Ltd.,-0.287023884,-0.060115014,-0.465782931,-0.258273458,-0.238956188,-0.253205096,-0.238865732,-0.268977432,-0.126047221,0.038854538,-0.258302644,-0.221242752,-0.248287142,-0.234793674,-0.225545439,-0.069091924,-0.35779278,-0.206854266,-0.213715827,-0.266483542,-0.215177421,-0.149366073,-0.125936041,-0.362541853,-0.20290946,-0.207986177,-0.262684754,-0.210341338,-0.152934366,-0.101931969,-0.368524345,-0.195221546,-0.208642989,-0.230863426,-0.203779628,-0.162473629,-0.094383343,-0.389308407,-0.185306362,-0.203965217,-0.216152082,-0.190510511,-0.167992511,-0.140981861,-0.412586628,-0.176583158,-0.203255704,-0.226782106,-0.190510511
Canara Bank,8.181432645,-2.079673244,0.179425522,1.504429674,2.136594322,1.130034471,1.874212685,8.604136142,0.122625882,0.050776408,1.397069164,2.277568789,1.333464727,1.815376781,5.116809633,-0.885798649,0.093035329,1.362633728,2.090184552,1.060798594,2.578783512,9.481478764,0.679924341,0.372911591,1.81516288,2.960795767,2.023101454,2.484599465,9.985927104,1.231515208,0.353803959,1.801279182,2.882761261,1.329368047,2.476920757,9.410131016,1.764202639,0.312601037,1.735116607,2.821055853,1.358814242,2.353226501,8.7212101,1.823928617,0.242072957,1.587985387,2.772792374,1.182570902,2.353226501
